Index,ID,Speaker,Phase,TimePhase,Role,Japanese,English,Functions,Aesthetics,User,Vision,Prototyping,CA,ALoK,CSU,GCA,Projective,Regulative,Relational
185,P185,PC,2,2,ProductDesigner,うーん、でも、何かな。要素的にこれは外し難いところはあるんだよね。,"Hmmm, but what. There's something elemental about this that makes it hard to remove.",0,1,0,1,1,0,0,1,0,0,0,0
186,P186,PB,2,2,ProductDesigner,そうなんだよね。,That's right.,0,1,0,1,1,0,0,1,0,0,0,0
187,P187,PA,2,2,ProductDesigner,ただ、もしワンポイント色入れるとしたら、これは、まあ、色入れれるけど。これなかったら、ほんとにこのシックな感じで終わるんだよね。だ、もしワンポイント入れるとしたらこれかこれ使えるっていうので、取っとくのもあり。これ、別に全面に使わなくてもみたいな。分かんない。,"But if I were to put in one point of color, this, well, I could put in color. Without this, it would really end up with this chic look. So, if you want to put one point of color, you can keep this one or this one because you can use it. I don't think it's necessary to use this for the whole surface. I don't know.",0,1,0,1,1,0,0,1,0,0,0,0
188,P188,PB,2,2,ProductDesigner,こう？,Like this?,0,1,0,0,1,0,0,1,0,0,0,1
189,P189,PA,2,2,ProductDesigner,うん。,Yeah.,0,1,0,1,1,0,0,1,0,0,0,0
190,P190,PC,2,2,ProductDesigner,あー、いいね。,"Oh, that's nice.",0,1,0,1,1,0,0,1,0,0,0,0
191,P191,PB,2,2,ProductDesigner,ちょっと、何か、オリジナル感ない？,"Hey, what's not a little, you know, original?",0,1,0,1,1,0,0,1,0,0,0,1
192,P192,PC,2,2,ProductDesigner,うん、うん。,"Yeah, yeah.",0,1,0,1,1,0,0,1,0,0,0,0
193,P193,PA,2,2,ProductDesigner,うん。,Yeah.,0,1,0,1,1,0,0,1,0,0,0,0
194,P194,PB,2,2,ProductDesigner,このカラーバリエーションは。こうする？,This color variation. Do you want to do this?,0,1,0,1,1,0,0,1,0,0,0,1
195,P195,PC,2,2,ProductDesigner,そうしよっか。,Shall we do that?,0,1,0,1,1,0,0,1,0,0,0,0
196,P196,PB,2,2,ProductDesigner,いいね、OK。,"Great, OK.",0,1,0,1,1,0,0,1,0,0,0,0
197,P197,PC,2,2,ProductDesigner,サイズ感をどうしたかだよね。もう作っていかないといけないから。,It's what we do with the size. Because we have to make it right now.,0,1,0,1,1,0,0,1,0,1,0,0
198,P198,PA,2,2,ProductDesigner,●もう、ね、多分小さいので機能的なので。,"● Yeah, you know, probably it shoul be small and functional.",1,1,0,1,0,0,0,1,0,0,0,0
199,P199,PC,2,2,ProductDesigner,そう、だから、イメージ的には●ちっちゃいやつ。,"Yes, so, in our image, ● a small one.",0,1,0,1,0,0,0,1,0,0,0,0
200,P200,PB,2,2,ProductDesigner,●こう、パタッてなって、お札が何枚？10枚？と。,It's to flap. How many bills? Ten bills? and...,1,0,0,1,1,0,0,1,0,0,0,0
201,P201,PC,2,2,ProductDesigner,と、小銭ちょろっと●。あと、カードも多分●。,And a little coins. And maybe some cards.,1,0,0,1,0,0,0,1,0,0,0,0
202,P202,PB,2,2,ProductDesigner,2～3枚しか入んない。,Only two or three cards will fit.,1,0,0,0,0,0,0,1,0,0,0,0
203,P203,PA,2,2,ProductDesigner,へー。,Heh.,1,0,0,0,0,0,0,1,0,0,0,0
204,P204,PC,2,2,ProductDesigner,だからね、多分。,"So, maybe.",1,0,0,0,0,0,0,1,0,0,0,0
205,P205,PA,2,2,ProductDesigner,え、それ、誰かスケッチで描いてくれない？,"Eh, can someone draw that in a sketch?",0,0,0,0,1,0,0,1,0,0,0,1
206,P206,PC,2,2,ProductDesigner,違うの、何かね、商品名忘れたんよ。,"No, something like, I forgot the name of the product.",0,0,0,0,0,1,0,1,0,0,0,0
207,P207,PB,2,2,ProductDesigner,〓PZ〓ちゃんが持ってたんだよね。,PZ-chan had it.,0,0,0,0,0,0,0,1,0,0,0,0
208,P208,PC,2,2,ProductDesigner,そう。〓PY〓も持って●。,Yes. PY also has it ●.,0,0,0,0,0,0,0,1,0,0,0,0
210,P210,PA,2,2,ProductDesigner,それは何で作られてんの？,What's that made of?,0,1,0,0,0,1,0,0,0,0,0,1
211,P211,PB,2,2,ProductDesigner,それはね。,It is.,0,1,0,0,0,0,0,1,0,0,0,0
212,P212,PA,2,2,ProductDesigner,革？,Leather?,0,1,0,0,0,0,0,1,0,0,0,1
213,P213,PB,2,2,ProductDesigner,革？,Leather?,0,1,0,0,0,0,0,1,0,0,0,1
214,P214,PC,2,2,ProductDesigner,革だと思う。,I think it's leather.,0,1,0,0,0,0,0,1,0,0,0,0
215,P215,PA,2,2,ProductDesigner,TAKEO KIKUCHIか？ 何だ。,TAKEO KIKUCHI? What is it?,0,0,0,0,0,0,0,1,0,0,0,0
219,P219,PB,2,2,ProductDesigner,多分ああいうニュアンスだよね。,Maybe it's that kind of nuance.,0,0,0,1,0,0,0,1,0,0,0,0
220,P220,PC,2,2,ProductDesigner,うん。,Yeah.,0,0,0,1,0,0,0,1,0,0,0,0
221,P221,PA,2,2,ProductDesigner,ちょっと教えて。誰かスケッチで描いて。スケッチで〓描けんよ〓って？,"Tell me a little about it. Please, somebody draw it in a sketch. You can't draw on a sketch?",0,0,0,0,1,0,0,1,0,0,0,1
222,P222,PA,2,2,ProductDesigner,重い物のせときたいな．うん。●これの下に乗せる？,I'd like to put something hevy to keep it. Yeah. Do you wanna put it under this?,0,0,0,0,0,0,0,1,0,0,0,1
223,P223,PB,2,2,ProductDesigner,うん。,Yeah.,0,0,0,0,0,0,0,1,0,0,0,0
224,P224,PC,2,2,ProductDesigner,●多分サイズ感、こんな感じだよね。,"● Maybe the size, it's like this.",0,1,0,1,1,0,0,1,0,0,0,1
225,P225,PB,2,2,ProductDesigner,うん、そんな感じ。,"Yeah, something like that.",0,1,0,1,1,0,0,1,0,0,0,0
226,P226,PC,2,2,ProductDesigner,サイズ感●。,Size ●.,0,1,0,1,1,0,0,1,0,0,0,0
227,P227,PB,2,2,ProductDesigner,三つ折りなんだけど。,It's a trifold.,0,1,0,1,1,0,0,1,0,0,0,0
228,P228,PA,2,2,ProductDesigner,へー。,Heh.,0,1,0,1,1,0,0,1,0,0,0,0
229,P229,PC,2,2,ProductDesigner,あれは三つ折りだね。,That's a trifold.,0,1,0,1,0,0,0,1,0,0,0,0
231,P231,PA,2,2,ProductDesigner,三つ折りがいいのかね。二折りがいいのかね。でも、使ってらっしゃるのは二折りだよ。,Does the user prefer trifolds? Does the user prefer the biofold? But the one the user is using is a biofold.,0,1,1,0,0,0,0,1,0,0,0,1
232,P232,PC,2,2,ProductDesigner,うーん。,Hmmm.,0,1,1,0,0,0,0,1,0,0,0,0
233,P233,PA,2,2,ProductDesigner,いや、分かんない。,"No, I don't know.",0,1,1,0,0,0,0,1,0,0,0,0
234,P234,PC,2,2,ProductDesigner,まあね。,Oh well.,0,1,1,0,0,0,0,1,0,0,0,0
235,P235,PA,2,2,ProductDesigner,でも、そこはあんま関係ないのかな。もう、だって、あとちょっとしかない。どうしよっか。取りあえずそれぞれで作ってみる？ で……。,"But I guess that's not really the point. Already, we have only a few (minutes). What should we do? Should we make one for each of us for the time being?",0,1,1,0,1,0,0,1,0,1,0,1
236,P236,PC,2,2,ProductDesigner,いや、それはやめたほうがいい●。,"No, we shouldn't do that●.",0,0,0,1,1,0,0,1,0,1,0,0
237,P237,PA,2,2,ProductDesigner,みんなで作る？,Do you want to make it together?,0,0,0,0,1,0,0,1,0,1,0,1
238,P238,PB,2,2,ProductDesigner,二折りか三つ折りか。,Bifold or trifold?,0,1,0,0,0,0,0,1,0,0,0,0
239,P239,PC,2,2,ProductDesigner,でも、カード入れないんだったら三つ折りで〓よくない？って〓気もするよ。,But I think it would be better to use a trifold if the user doesn't want to put cards in it.,1,1,0,1,0,0,0,1,0,0,0,0
240,P240,PA,2,2,ProductDesigner,うーん、いいよ。,"Hmmm, okay.",1,1,0,1,0,0,0,1,0,0,0,0
241,P241,PB,2,2,ProductDesigner,え？,Huh?,0,1,0,0,0,0,0,1,0,0,0,0
242,P242,PA,2,2,ProductDesigner,二折り？,Bifold?,0,1,0,0,0,0,0,1,0,0,0,1
243,P243,PB,2,2,ProductDesigner,二折り。二折りにして。,Bifold. It'll be buifold.,0,1,0,0,0,0,0,1,0,0,0,0
244,P244,PA,2,2,ProductDesigner,いいんじゃない？,"That's good, isn't it?",0,1,0,1,0,0,0,1,0,0,0,1
245,P245,PC,2,2,ProductDesigner,うん。,Yeah.,0,1,0,1,0,0,0,1,0,0,0,0
246,P246,PA,2,2,ProductDesigner,〓お財布感〓がね、お財布のが、何かすてきな感じするけどな。分かんない。〓本〓みたいな。いや、サイズ的にはあれだけど。,"The wallet-like... The wallet is... I feel something good. I don't know. It's like book. Well, it is not for the size.",1,1,0,1,0,0,0,1,0,0,0,0
247,P247,PC,2,2,ProductDesigner,あー，なるほど。結構●しいと思うんだよ。,Ah ●. I think it's pretty ●....,1,1,0,1,0,0,0,1,0,0,0,0
248,P248,PC,2,2,ProductDesigner,●〓サイズ感〓●、持ったときのサイズ感。,"Size..., the size when the user holds it.",0,1,0,0,0,0,0,1,0,0,0,0
249,P249,PA,2,2,ProductDesigner,あー、間違いない。,"Oh, no doubt.",0,1,0,1,0,0,0,1,0,0,0,0
250,P250,PC,2,2,ProductDesigner,ちょうどいいぐらい●。これちょっと切るくらいが。これに革張って完成じゃねえ？もう。〓って感じはあるけど〓。,"It seems just fit if we will cut it a little bit. Put some leather on it and it's done, isn't it? I know it looks like a ....",0,1,0,1,1,0,0,1,0,0,0,0
251,P251,PA,2,2,ProductDesigner,いやさ、正直さ、それ作ってもさ、多分既製品とおんなじよ。別にそれでもいい。,"No, to be honest, even if you made it, it would probably be the same as a ready-made product. That's fine.",0,0,0,1,1,0,0,1,0,0,1,0
253,P253,PA,2,2,ProductDesigner,何かある？ 分かんない。,Anything else? I don't know.,0,0,0,0,0,0,0,1,0,0,0,1
254,P254,PB,2,2,ProductDesigner,それなら、重なり方が今までのと違うみたいな。重なることで形が見えるみたいな。,"Well then, how about that the overlap is different from the previous ones. The overlapping of the layers makes the specific shape visible.",0,1,0,1,0,0,0,1,0,0,0,0
255,P255,PC,2,2,ProductDesigner,例えば〓ファーストでそこまで出る〓？,For example? Can we make it as the farst (prototype)?,0,0,0,1,1,0,0,1,0,1,0,1
256,P256,PB,2,2,ProductDesigner,出ないね。ファーストだよね？,"We cannot it. It's the first (prototype), right?",0,0,0,1,1,0,0,1,0,1,0,1
257,P257,PC,2,2,ProductDesigner,ファーストでしょ。,The first (prototype).,0,0,0,0,1,0,0,1,0,1,0,0
258,P258,PB,2,2,ProductDesigner,ファーストなら出ないわ、そんな●。,"We cannot do that for the first (prototype), that kind of ●.",0,0,0,1,1,0,0,1,0,1,0,0
259,P259,PC,2,2,ProductDesigner,ラピッドにする？,Will we do Rapid (prototype)?,0,0,0,1,1,0,0,1,0,1,0,1
260,P260,PB,2,2,ProductDesigner,ラピッドにしよう。,Let's do Rapid (prototype).,0,0,0,1,1,0,0,1,0,1,0,0
261,P261,PC,2,2,ProductDesigner,これってどこまで、どれぐらいまで落とし込めばいいですか。,How complete should we...?,0,0,0,0,1,0,1,0,0,1,0,0
263,P263,PC,2,2,ProductDesigner,えっとー、サイズ感とかまででいいのか、それとも、その、機能とか見せ方とかまで落とし込んだらいいのかとか。,"Let's see...is it enough to show the size and so on, or should we get down to the function and the way it is presented?",1,1,0,0,1,0,1,0,0,1,0,0
265,P265,PC,2,2,ProductDesigner,あー。,Ah.,0,0,0,0,1,0,1,0,0,1,0,0
266,P266,PB,2,2,ProductDesigner,あー。,Ah.,0,0,0,0,1,0,1,0,0,1,0,0
268,P268,PB,2,2,ProductDesigner,どうしよう，サイズでいく？,I don't know what to do ...Do you want to meke a size (model)?,0,1,0,0,1,0,0,1,0,1,0,1
269,P269,PC,2,2,ProductDesigner,うん。機能面●説明でいいじゃん。,"Yeah, I'm sure that's fine. It is OK that just explain the function..",1,0,0,1,1,0,0,1,0,1,0,0
270,P270,PA,2,2,ProductDesigner,うん。,Yeah.,1,1,0,0,1,0,0,1,0,1,0,0
271,P271,PB,2,2,ProductDesigner,うん。,Yeah.,1,1,0,0,1,0,0,1,0,1,0,0
272,P272,PC,2,2,ProductDesigner,そこまで詰めると●。,"When packed that tight, ●.",1,1,0,0,1,0,0,1,0,1,0,0
273,P273,PB,2,2,ProductDesigner,そうね。片手でパッて●。,"Yes, it is. Open in one hand.",1,0,0,1,1,0,0,1,0,1,0,0
274,P274,PC,2,2,ProductDesigner,あー、いいね。,"Oh, that's nice.",1,0,0,0,1,0,0,1,0,0,0,0
275,P275,PB,2,2,ProductDesigner,機能だったらね。,If it's about function.,1,0,0,0,1,0,0,1,0,0,0,0
276,P276,PA,2,2,ProductDesigner,確かに。でも……。,Indeed. But .......,1,0,0,0,1,0,0,1,0,0,0,0
277,P277,PA,2,2,ProductDesigner,え、どうしたらいい？ これどうやって進めたらいい？ 個人？ やだ？ みんなで進めたい？,"Well, what should I do? How do I proceed with this? Private? No? Do you want to proceed together?",0,0,0,0,1,0,0,1,0,1,0,1
278,P278,PB,2,2,ProductDesigner,形決めよ、形。,"Let's decide shape, shape.",0,1,0,0,1,0,0,1,0,1,0,1
279,P279,PC,2,2,ProductDesigner,多分形これ●ほうがいい●。,Perhaps the shape of this one is better.,0,1,0,0,1,0,0,1,0,0,0,0
280,P280,PA,2,2,ProductDesigner,これ、これの。,"This, of this.",0,0,0,0,1,0,0,1,0,0,0,0
281,P281,PC,2,2,ProductDesigner,ああ●。,Ah ●.,0,0,0,0,1,0,0,1,0,0,0,0
282,P282,PA,2,2,ProductDesigner,うん。,Yeah.,0,0,0,0,1,0,0,1,0,0,0,0
286,P286,PA,2,2,ProductDesigner,ありがとうございます。,Thank you very much.,0,0,0,0,0,0,0,0,0,0,0,0
288,P288,PA,2,2,ProductDesigner,はい。,Yes.,0,0,0,0,0,0,0,0,0,0,0,0
290,P290,PA,2,2,ProductDesigner,何か、どうなんだろう。所作とか気にしちゃうんだけど、私だったら。,"Something. I don't know, I'd be concerned about action, if I were you.",0,0,0,1,0,0,0,1,0,0,0,0
291,P291,PC,2,2,ProductDesigner,やばい、俺も気にする。,"Oh man, me too.",0,0,0,1,0,0,0,1,0,0,0,0
292,P292,PB,2,2,ProductDesigner,分かる。,I understand.,0,0,0,1,0,0,0,1,0,0,0,0
294,P294,PA,2,2,ProductDesigner,何か、その、あのUserさんが……。でも、多分似てる。何か、似てるっていうか、私とちょっと似てるかなって思ったんだけど、個人的に。何か、あのー、家ではちょっとずぼらじゃないけど、お部屋の感じでいうとね、創造性あふれる部屋っつってたから。,"Something like, well, that User is ....... But maybe similar. I mean, I thought we were a little bit like each other, personally. I mean, you know, I'm not a little sloppy at home, but in terms of your room, you know, you said it was a room full of creativity.",0,0,1,1,0,0,0,1,0,0,0,0
295,P295,PC,2,2,ProductDesigner,逆かもしれん。めっちゃくちゃきれいかもしんない。,Maybe it's the other way around. It might be very beautiful.,0,0,1,1,0,0,0,1,0,0,0,0
296,P296,PA,2,2,ProductDesigner,いやー、ま、まあ分かんないけど。で、外ではすごいきっちりしてたいみたいなタイプだったら、やっぱ外で使うものだから、何か、所作もきれいなものがいいのかなって思った、私は。デザインとかフォルムとか、分かんないけど。,"Well, I’m not sure. If she’s (the user’s) the type of a person who wanna be very neat and tidy on the outside, I thought that since it is something the user use on the outside, it would be better to have something with beautiful moving, I thought. I don’t know about design and form.",1,1,1,1,0,0,0,1,0,0,0,0
297,P297,PC,2,2,ProductDesigner,女性が使うんだったら、片手で開けんのはまずくね？片手で開けるような●確かに便利っちゃ便利だけど。,"If a woman uses it, it (the wallet) should not be opened with one hand. It’s convenient to open with one hand... It’s certainly convenient, but…",1,1,1,1,1,0,0,1,0,0,0,0
298,P298,PA,2,2,ProductDesigner,うん、何か、美しさっていったら、両手でこうやって開けて、お金を取るしぐさもきれいな感じのほうが、分からない、うちはいいかなと思ったけど。どういう形がいいんだろうね。,"Right, (but) I thought it would be better for us to open it like this with both hands and take the money in a beautiful moving. I don’t know. I thought it would be better for us, but I wonder what form it should take.",1,1,1,1,1,0,0,1,0,0,0,1
299,P299,PB,2,2,ProductDesigner,所作だったら、こう、所作の回>>数が〓多いと〓きれいに見えるよね。,"Regarding moving, it looks better when there are a lot of movements, right?",1,1,1,1,1,0,0,1,0,0,0,0
300,P300,PA,2,2,ProductDesigner,いやー、何ともいえない●。,Well… I’m not sure.,1,1,1,1,1,0,0,1,0,0,0,0
302,P302,PA,2,2,ProductDesigner,ありがとうございます。,Thank you very much.,0,0,0,0,0,0,0,0,0,0,0,0
303,P303,PC,2,2,ProductDesigner,ざいます。●〓キセイ〓のお札のサイズかもしれない。,Thank you. It may be the size of ●ordinary bills.,0,1,0,0,1,0,1,0,0,0,0,0
304,P304,PA,2,2,ProductDesigner,あー、確かに。,"Uh, sure.",0,1,0,0,1,0,1,0,0,0,0,0
305,P305,PC,2,2,ProductDesigner,よかった，お金おろしといて。,"Good, I had withdrewed the cash.",0,0,0,0,1,0,1,0,0,0,0,0
306,P306,PA,2,2,ProductDesigner,いやー。,Well…,0,0,0,0,1,0,1,0,0,0,0,0
307,P307,PA,2,2,ProductDesigner,これ、ちょっと一瞬借りていい？,Can I borrow this for a moment?,0,0,0,0,1,0,1,0,0,0,0,1
308,P308,PC,2,2,ProductDesigner,いいよ。返してね。,All right. Give it back.,0,0,0,0,1,0,1,0,0,0,0,1
309,P309,PA,3,2,ProductDesigner,返してよって（笑）。返すけどね。,"""Give it back"" (laughs). I'll give it back.",0,0,0,0,1,0,1,0,0,0,0,0
310,P310,PC,3,2,ProductDesigner,●。ベースのサイズ感だったら〓札も入る〓から●。でも、●。,"●. If it were the size of the base, bills would also fit into it so ●. But ●.",1,1,0,1,1,0,0,1,0,0,0,0
311,P311,PA,3,2,ProductDesigner,あと10分もない。,We have less than 10 minutes.,0,0,0,0,0,0,0,1,0,0,1,0
312,P312,PC,3,2,ProductDesigner,多分僕★。それ考えたときに、〓お札取り出すとしたら〓、今までさ、こっち側にあったじゃん。それだと★あれじゃん。●。,"Maybe, I.... When I think about it, if I take out a bill, it has been on this side until nowadays, right? But, it is that...",0,1,0,1,1,0,0,1,0,0,0,0
314,P314,PC,3,2,ProductDesigner,そうだね、入れ方とか取り出し方なんじゃないかっていう気はする。でも、あれかも。●こっちのほうに●ないと、札入れれないわ。こうは無理だからね●。それだったら、ちょっとこっちのほうを広くして、すって取り出せるように。入れるときはもうやむなしでこうやって入れるけど。,"Right, I am feeling it might be the action they put it in or take it out. But maybe it's that. I can't put bills in unless I put them in this way. It's impossible to do it this way. If that's the case, make this side a little wider so that you can slide it in and take it out. When I put them in, I have no choice but to put them in like this.",1,1,0,1,1,0,0,1,0,0,0,0
